order_id,customer_id,order_date,order_month,channel,device,region,total_revenue,status,is_premium_customer
ORD000133,UC00065,2024-10-13,2024-10,Affiliate,Mobile,Niedersachsen,34.99,geliefert,ja
ORD000134,UC00066,2024-12-09,2024-12,Affiliate,Mobile,Berlin,96.89,retourniert,ja
ORD000135,UC00066,2024-10-09,2024-10,Organic,Mobile,Berlin,59.2,retourniert,ja
ORD000136,UC00066,2024-05-20,2024-05,Organic,Mobile,Berlin,189.09,geliefert,ja
ORD000137,UC00067,2024-06-17,2024-06,Affiliate,Mobile,Niedersachsen,140.59,geliefert,nein
ORD000138,UC00068,2023-11-21,2023-11,Social Media,Desktop,Baden-Württemberg,645.66,geliefert,nein
ORD000139,UC00068,2024-11-02,2024-11,SEA,Mobile,Baden-Württemberg,415.73,geliefert,nein
ORD000140,UC00069,2024-08-02,2024-08,E-Mail,Desktop,Brandenburg,210.58,geliefert,nein
ORD000141,UC00069,2023-10-21,2023-10,Social Media,Desktop,Brandenburg,368.38,geliefert,nein
ORD000142,UC00070,2023-10-26,2023-10,Social Media,Desktop,NRW,298.06,geliefert,nein
ORD000143,UC00071,2023-05-06,2023-05,Affiliate,Mobile,NRW,1464.65,retourniert,nein
ORD000144,UC00071,2023-10-04,2023-10,Organic,Desktop,NRW,425.69,geliefert,nein
ORD000145,UC00072,2023-10-20,2023-10,SEA,Mobile,NRW,645.97,geliefert,nein
ORD000146,UC00072,2023-09-18,2023-09,Social Media,Mobile,NRW,809.91,geliefert,nein
ORD000147,UC00073,2023-03-02,2023-03,SEA,Desktop,Berlin,717.88,geliefert,nein
ORD000148,UC00073,2023-07-11,2023-07,E-Mail,Desktop,Berlin,420.36,retourniert,nein
ORD000149,UC00074,2023-09-25,2023-09,Organic,Mobile,Niedersachsen,216.83,retourniert,nein
ORD000150,UC00075,2024-03-15,2024-03,Organic,Mobile,Berlin,485.33,geliefert,nein
ORD000151,UC00076,2024-04-07,2024-04,Social Media,Mobile,NRW,574.86,geliefert,nein
ORD000152,UC00076,2024-11-17,2024-11,E-Mail,Mobile,NRW,503.16,geliefert,nein
ORD000153,UC00076,2023-08-06,2023-08,SEA,Desktop,NRW,86.17,geliefert,nein
ORD000154,UC00077,2024-05-25,2024-05,Social Media,Desktop,Baden-Württemberg,529.31,geliefert,nein
ORD000155,UC00078,2024-07-09,2024-07,SEA,Mobile,NRW,163.53,geliefert,nein
ORD000156,UC00079,2024-06-24,2024-06,Direct,Desktop,Hessen,245.36,retourniert,ja
ORD000157,UC00080,2024-11-06,2024-11,SEA,Desktop,NRW,369.25,geliefert,nein
ORD000158,UC00081,2024-11-05,2024-11,SEA,Mobile,Berlin,494.0,geliefert,nein
ORD000159,UC00081,2024-09-23,2024-09,Social Media,Mobile,Berlin,320.15,retourniert,nein
ORD000160,UC00081,2024-03-23,2024-03,E-Mail,Mobile,Berlin,281.21,storniert,nein
ORD000161,UC00082,2024-11-03,2024-11,SEA,Mobile,Baden-Württemberg,267.98,geliefert,nein
ORD000162,UC00082,2023-05-01,2023-05,SEA,Desktop,Baden-Württemberg,122.5,geliefert,nein
ORD000163,UC00083,2024-08-05,2024-08,SEA,Mobile,Baden-Württemberg,62.6,retourniert,nein
ORD000164,UC00084,2023-11-10,2023-11,Direct,Mobile,Berlin,349.2,geliefert,nein
ORD000165,UC00084,2023-03-27,2023-03,Social Media,Mobile,Berlin,376.98,geliefert,nein
ORD000166,UC00085,2023-08-06,2023-08,Organic,Mobile,Niedersachsen,103.16,retourniert,nein
ORD000167,UC00085,2023-11-19,2023-11,Social Media,Mobile,Niedersachsen,233.15,retourniert,nein
ORD000168,UC00085,2024-10-11,2024-10,Organic,Desktop,Niedersachsen,37.46,geliefert,nein
ORD000169,UC00086,2024-04-27,2024-04,Affiliate,Mobile,Bayern,405.93,geliefert,nein
ORD000170,UC00086,2024-11-04,2024-11,SEA,Mobile,Bayern,24.73,geliefert,nein
ORD000171,UC00086,2023-07-15,2023-07,SEA,Mobile,Bayern,43.82,retourniert,nein
ORD000172,UC00086,2023-01-28,2023-01,E-Mail,Mobile,Bayern,476.71,retourniert,nein
ORD000173,UC00087,2023-07-27,2023-07,Social Media,Mobile,NRW,939.71,geliefert,nein
ORD000174,UC00088,2023-11-05,2023-11,Social Media,Mobile,NRW,210.64,geliefert,nein
ORD000175,UC00088,2023-07-31,2023-07,Organic,Desktop,NRW,785.51,geliefert,nein
ORD000176,UC00089,2023-02-24,2023-02,Affiliate,Desktop,Hessen,525.74,geliefert,nein
ORD000177,UC00089,2024-05-09,2024-05,Affiliate,Desktop,Hessen,575.55,geliefert,nein
ORD000178,UC00089,2024-12-26,2024-12,E-Mail,Desktop,Hessen,293.3,geliefert,nein
ORD000179,UC00090,2024-09-11,2024-09,Social Media,Mobile,NRW,109.59,geliefert,nein
ORD000180,UC00090,2024-11-28,2024-11,Social Media,Mobile,NRW,31.52,geliefert,nein
ORD000181,UC00090,2023-04-20,2023-04,Affiliate,Mobile,NRW,98.5,geliefert,nein
ORD000182,UC00091,2023-03-09,2023-03,Direct,Tablet,Hamburg,259.07,geliefert,ja
ORD000183,UC00091,2023-02-10,2023-02,Affiliate,Tablet,Hamburg,262.61,geliefert,ja
ORD000184,UC00091,2023-12-26,2023-12,SEA,Tablet,Hamburg,393.66,retourniert,ja
ORD000185,UC00092,2023-08-11,2023-08,Social Media,Desktop,NRW,192.64,geliefert,nein
ORD000186,UC00092,2024-06-25,2024-06,SEA,Desktop,NRW,58.3,geliefert,nein
ORD000187,UC00093,2024-01-01,2024-01,Social Media,Desktop,NRW,500.46,geliefert,nein
ORD000188,UC00093,2024-12-08,2024-12,E-Mail,Mobile,NRW,22.02,geliefert,nein
ORD000189,UC00094,2024-07-21,2024-07,Organic,Mobile,NRW,234.85,geliefert,nein
ORD000190,UC00094,2024-01-09,2024-01,Affiliate,Mobile,NRW,31.25,geliefert,nein
ORD000191,UC00094,2023-10-30,2023-10,E-Mail,Mobile,NRW,277.37,geliefert,nein
ORD000192,UC00095,2023-11-06,2023-11,E-Mail,Mobile,Hamburg,96.04,retourniert,nein
ORD000193,UC00095,2024-05-08,2024-05,E-Mail,Desktop,Hamburg,161.16,geliefert,nein
ORD000194,UC00096,2024-10-12,2024-10,Organic,Mobile,Berlin,116.38,geliefert,nein
ORD000195,UC00096,2023-11-10,2023-11,Social Media,Mobile,Berlin,411.07,geliefert,nein
ORD000196,UC00097,2024-01-13,2024-01,Social Media,Tablet,NRW,52.65,geliefert,nein
ORD000197,UC00098,2023-05-26,2023-05,Social Media,Desktop,Hessen,164.9,geliefert,nein
ORD000198,UC00098,2023-07-25,2023-07,Social Media,Desktop,Hessen,44.34,geliefert,nein
ORD000199,UC00099,2023-06-26,2023-06,E-Mail,Mobile,Bayern,590.3,geliefert,nein
ORD000200,UC00100,2023-06-23,2023-06,Social Media,Mobile,Brandenburg,122.04,geliefert,nein
ORD000201,UC00100,2023-11-01,2023-11,SEA,Mobile,Brandenburg,189.4,geliefert,nein
ORD000202,UC00101,2023-04-25,2023-04,Social Media,Desktop,NRW,336.99,geliefert,ja
ORD000203,UC00102,2024-12-23,2024-12,Social Media,Mobile,Thüringen,1025.49,retourniert,ja
ORD000204,UC00103,2023-07-18,2023-07,Social Media,Mobile,Berlin,84.52,geliefert,nein
ORD000205,UC00103,2024-04-28,2024-04,Organic,Mobile,Berlin,166.58,geliefert,nein
ORD000206,UC00103,2023-09-04,2023-09,Social Media,Mobile,Berlin,824.83,geliefert,nein
ORD000207,UC00104,2024-10-08,2024-10,E-Mail,Mobile,Berlin,187.55,geliefert,nein
ORD000208,UC00104,2024-03-05,2024-03,Social Media,Mobile,Berlin,174.19,geliefert,nein
ORD000209,UC00105,2023-11-14,2023-11,SEA,Mobile,Berlin,414.59,geliefert,nein
ORD000210,UC00106,2024-06-17,2024-06,Affiliate,Desktop,Hamburg,465.39,storniert,nein
ORD000211,UC00106,2023-07-31,2023-07,E-Mail,Mobile,Hamburg,409.07,geliefert,nein
ORD000212,UC00106,2023-11-29,2023-11,Social Media,Desktop,Hamburg,310.04,geliefert,nein
ORD000213,UC00106,2024-07-01,2024-07,SEA,Mobile,Hamburg,592.74,geliefert,nein
ORD000214,UC00107,2023-02-08,2023-02,SEA,Desktop,Baden-Württemberg,796.55,retourniert,ja
ORD000215,UC00107,2024-09-09,2024-09,SEA,Desktop,Baden-Württemberg,109.03,geliefert,ja
ORD000216,UC00107,2024-11-29,2024-11,Direct,Desktop,Baden-Württemberg,759.48,geliefert,ja
ORD000217,UC00107,2024-02-27,2024-02,Affiliate,Tablet,Baden-Württemberg,273.01,geliefert,ja
ORD000218,UC00108,2023-09-27,2023-09,E-Mail,Tablet,Sachsen,489.04,geliefert,nein
ORD000219,UC00108,2024-10-27,2024-10,Organic,Desktop,Sachsen,302.01,geliefert,nein
ORD000220,UC00108,2024-04-27,2024-04,Direct,Desktop,Sachsen,73.64,retourniert,nein
ORD000221,UC00109,2023-10-24,2023-10,Social Media,Mobile,Berlin,438.02,geliefert,ja
ORD000222,UC00109,2023-06-05,2023-06,SEA,Mobile,Berlin,308.02,geliefert,ja
ORD000223,UC00110,2023-11-13,2023-11,E-Mail,Mobile,Hamburg,134.83,geliefert,nein
ORD000224,UC00111,2024-04-18,2024-04,Social Media,Mobile,Baden-Württemberg,119.26,geliefert,nein
ORD000225,UC00112,2023-12-02,2023-12,SEA,Mobile,Berlin,222.79,geliefert,nein
ORD000226,UC00112,2024-12-07,2024-12,SEA,Mobile,Berlin,80.68,geliefert,nein
ORD000227,UC00113,2024-06-06,2024-06,SEA,Mobile,NRW,162.99,geliefert,nein
ORD000228,UC00114,2023-06-06,2023-06,SEA,Mobile,Bayern,154.34,geliefert,nein
ORD000229,UC00114,2024-06-20,2024-06,E-Mail,Mobile,Bayern,285.18,geliefert,nein
ORD000230,UC00115,2023-08-02,2023-08,SEA,Desktop,NRW,64.19,geliefert,nein
ORD000231,UC00117,2024-10-17,2024-10,Social Media,Mobile,Thüringen,180.98,retourniert,nein
ORD000232,UC00117,2024-06-28,2024-06,Social Media,Mobile,Thüringen,348.44,geliefert,nein
ORD000233,UC00117,2024-08-14,2024-08,SEA,Mobile,Thüringen,110.57,geliefert,nein
ORD000234,UC00119,2024-04-08,2024-04,SEA,Desktop,Bayern,195.91,geliefert,nein
ORD000235,UC00120,2023-12-05,2023-12,SEA,Desktop,Berlin,243.16,geliefert,ja
ORD000236,UC00120,2023-06-13,2023-06,E-Mail,Desktop,Berlin,79.76,retourniert,ja
ORD000237,UC00120,2023-09-15,2023-09,Organic,Desktop,Berlin,376.96,retourniert,ja
ORD000238,UC00121,2023-01-17,2023-01,Affiliate,Desktop,NRW,483.52,geliefert,nein
ORD000239,UC00121,2023-01-16,2023-01,SEA,Desktop,NRW,40.93,geliefert,nein
ORD000240,UC00121,2023-05-29,2023-05,SEA,Desktop,NRW,335.82,retourniert,nein
ORD000241,UC00122,2023-03-30,2023-03,Social Media,Desktop,Baden-Württemberg,339.07,geliefert,nein
ORD000242,UC00122,2023-07-28,2023-07,Social Media,Desktop,Baden-Württemberg,227.62,geliefert,nein
ORD000243,UC00123,2023-06-05,2023-06,Organic,Tablet,Berlin,94.77,retourniert,nein
ORD000244,UC00124,2023-01-06,2023-01,Direct,Mobile,NRW,187.66,geliefert,ja
ORD000245,UC00124,2023-03-02,2023-03,E-Mail,Mobile,NRW,1006.91,geliefert,ja
ORD000246,UC00124,2024-11-25,2024-11,E-Mail,Mobile,NRW,558.0,geliefert,ja
ORD000247,UC00124,2023-12-03,2023-12,Organic,Mobile,NRW,101.88,geliefert,ja
ORD000248,UC00125,2024-12-27,2024-12,Social Media,Mobile,Baden-Württemberg,321.01,geliefert,nein
ORD000249,UC00125,2023-10-25,2023-10,E-Mail,Mobile,Baden-Württemberg,737.33,geliefert,nein
ORD000250,UC00126,2023-11-16,2023-11,Social Media,Mobile,Sachsen,343.65,retourniert,nein
ORD000251,UC00127,2023-10-13,2023-10,E-Mail,Desktop,Berlin,196.99,geliefert,ja
ORD000252,UC00128,2024-04-28,2024-04,SEA,Desktop,NRW,317.96,geliefert,nein
ORD000253,UC00128,2023-12-30,2023-12,Organic,Mobile,NRW,27.45,geliefert,nein
ORD000254,UC00130,2024-06-21,2024-06,E-Mail,Desktop,NRW,199.77,geliefert,nein
ORD000255,UC00130,2023-08-26,2023-08,Social Media,Mobile,NRW,309.07,retourniert,nein
ORD000256,UC00130,2024-06-17,2024-06,SEA,Desktop,NRW,262.93,geliefert,nein
ORD000257,UC00131,2024-03-19,2024-03,SEA,Tablet,NRW,93.72,retourniert,nein
ORD000258,UC00132,2024-12-25,2024-12,SEA,Desktop,Berlin,441.04,retourniert,ja
ORD000259,UC00132,2024-07-12,2024-07,E-Mail,Desktop,Berlin,127.21,geliefert,ja
ORD000260,UC00133,2024-10-27,2024-10,E-Mail,Tablet,Hessen,996.34,geliefert,nein
ORD000261,UC00134,2024-03-15,2024-03,Social Media,Mobile,Baden-Württemberg,65.36,geliefert,nein
ORD000262,UC00134,2023-05-28,2023-05,SEA,Mobile,Baden-Württemberg,826.77,geliefert,nein
ORD000263,UC00135,2024-11-09,2024-11,E-Mail,Mobile,Hamburg,260.52,geliefert,nein
ORD000264,UC00135,2023-06-22,2023-06,SEA,Desktop,Hamburg,757.23,geliefert,nein
ORD000265,UC00135,2024-03-04,2024-03,Affiliate,Desktop,Hamburg,229.31,geliefert,nein
ORD000266,UC00136,2023-07-18,2023-07,Organic,Mobile,Baden-Württemberg,115.15,geliefert,nein
ORD000267,UC00137,2023-12-20,2023-12,Organic,Tablet,Thüringen,646.46,storniert,nein
ORD000268,UC00137,2023-03-31,2023-03,Affiliate,Tablet,Thüringen,130.22,geliefert,nein
ORD000269,UC00138,2024-04-11,2024-04,SEA,Mobile,Baden-Württemberg,589.76,retourniert,nein
ORD000270,UC00138,2024-10-08,2024-10,E-Mail,Desktop,Baden-Württemberg,157.7,geliefert,nein
ORD000271,UC00139,2024-01-31,2024-01,SEA,Tablet,Hessen,91.76,geliefert,nein
ORD000272,UC00139,2023-03-05,2023-03,Social Media,Mobile,Hessen,121.69,geliefert,nein
ORD000273,UC00140,2024-09-05,2024-09,Social Media,Desktop,Baden-Württemberg,219.84,retourniert,ja
ORD000274,UC00140,2023-01-10,2023-01,E-Mail,Desktop,Baden-Württemberg,403.81,geliefert,ja
